1703 903
5 -0 0.234919570452881
5 -0 -0.0211144419741209
5 -0 -0
5 -0 -0.0212961022040618
5 -0 0.050954201886259
5 -0 -0
5 -0 -1.92211359214776e-31
5 -0 -0.0212382269754916
5 -0 0.1727001816541
5 -0 -0.0530778869186447
5 -0 -0
5 -0 0.0394278987218684
5 -0 -0.0212961022040618
5 -0 0.134486254347356
5 -0 0.0869144123381687
5 -0 -0.0212961022040618
5 -0 0.0735201817281778
5 -0 -1.02512724914547e-30
5 -0 0.00463779971149379
5 -0 -0.0212961022040618
5 -0 -0
5 -0 0.0265776524014733
5 -0 0.0332225126582983
5 -0 0.128902955469992
5 -0 -0
5 -0 -0
5 -0 0.352632077991357
5 -0 -0
5 -0 -0
5 -0 -0.163429410657178
5 -0 -0
5 -0 -0
5 -0 0.286423123399195
5 -0 -0
5 -0 -0
5 -0 -0.0106161015527983
5 -0 -0
5 -0 0.125179511027139
5 -0 -0
5 -0 1.58894723617548e-30
5 -0 0.00969301934384095
5 -0 0.17758838483308
5 -0 0.0847458876792337
5 -0 -0
5 -0 0.102420327761113
5 -0 0.0592434627230697
5 -0 -0
5 -0 0.050631635768547
5 -0 0.0361752103629033
5 -0 -0
5 -0 0.175879066366723
5 -0 0.0775422885230572
5 -0 -0.0261983846372863
5 -0 0.213368438983092
5 -0 0.00779543440650129
5 -0 0.0245152728151582
5 -0 -0
5 -0 0.0167328853095089
5 -0 0.0867380128826681
5 -0 -0.00497914031832888
5 -0 0.0217453762374624
5 -0 0.0751457565325289
5 -0 -0.0332471217477102
5 -0 -0
5 -0 0.234919570452881
5 -0 -0.0211144419741209
5 -0 -0
5 -0 -0.0212961022040618
5 -0 0.050954201886259
5 -0 -0
5 -0 -1.92211359214776e-31
5 -0 -0.0212382269754916
5 -0 0.1727001816541
5 -0 -0.0530778869186447
5 -0 -0
5 -0 0.0394278987218684
5 -0 -0.0212961022040618
5 -0 0.134486254347356
5 -0 0.0869144123381687
5 -0 -0.0212961022040618
5 -0 0.0735201817281778
5 -0 -1.02512724914547e-30
5 -0 0.00463779971149379
5 -0 -0.0212961022040618
5 -0 -0
5 -0 0.0265776524014733
5 -0 0.0332225126582983
5 -0 0.128902955469992
5 -0 -0
5 -0 -0
5 -0 0.11456182355887
5 -0 -0
5 -0 -0
5 -0 0.0257805484618435
5 -0 -0
5 -0 -0
5 -0 0.427125009859908
5 -0 -0
5 -0 -0
5 -0 -0.120107391212194
5 -0 -0
5 -0 -0.0972418759639792
5 -0 -0
5 -0 -2.9226218627631e-30
5 -0 0.155737445478005
5 -0 -0.101883836882619
5 -0 -0.0437110368029732
5 -0 -0
5 -0 -0.19279451639561
5 -0 -0.111519021613912
5 -0 0.224999158930358
5 -0 -0.22136893085136
5 -0 -0.0680956831508348
5 -0 0.0752700047704624
5 -0 -0.136896878546144
5 -0 -0.145964461770525
5 -0 0.133232574504094
5 -0 -0.110053194843911
5 -0 -0.0146740109053404
5 -0 -0.0675955994662729
5 -0 -0
5 -0 -0.0314977368425765
5 -0 0.0480464200685916
5 -0 0.0253215491188699
5 -0 -0.0409331759347671
5 -0 -0.0387593902115149
5 -0 0.239842942638453
5 -0 -0
5 -0 -0.201714486690279
5 -0 0.107378050302602
5 -0 -0
5 -0 0.108301888182498
5 -0 -0.0959154391098858
5 -0 -0
5 -0 0.111005334901441
5 -0 0.0822696103716133
5 -0 -0.250351622877716
5 -0 -0.0368596436935033
5 -0 0.0560994644326794
5 -0 -0.0404151550946532
5 -0 0.108301888182498
5 -0 -0.0477898962000038
5 -0 -0.163606409595069
5 -0 0.126776672504873
5 -0 -0.138393307182748
5 -0 0.128040632563521
5 -0 0.0150898957915549
5 -0 0.108301888182498
5 -0 -0
5 -0 -0
5 -0 -0.337406944451337
5 -0 -0
5 -0 -0
5 -0 0.337406944451337
5 -0 -0
5 -0 -0
5 -0 -0.468256930534074
5 -0 -0
5 -0 -0
5 -0 0.468256930534074
5 -0 -0
5 -0 -0.0755477422796828
5 -0 -0
5 -0 1.5662644651782e-30
5 -0 0.00969301934384095
5 -0 -0.0801897031983223
5 -0 -0.0437110368029732
5 -0 -0
5 -0 0.102420327761113
5 -0 0.0592434627230697
5 -0 -0
5 -0 -0.047737068454845
5 -0 0.0361752103629033
5 -0 -0
5 -0 -0.0409485312788843
5 -0 0.0775422885230572
5 -0 -0.0261983846372863
5 -0 -0.110053194843911
5 -0 0.00779543440650129
5 -0 -0.0675955994662729
5 -0 -0
5 -0 0.0167328853095089
5 -0 0.0867380128826681
5 -0 -0.00497914031832888
5 -0 0.0217453762374624
5 -0 -0.0387593902115149
5 -0 -0.0332471217477102
5 -0 -0
5 -0 -0.0318303080229188
5 -0 -0.0211144419741209
5 -0 -0
5 -0 -0.0212961022040618
5 -0 0.050954201886259
5 -0 -0
5 -0 4.1603899856296e-31
5 -0 0.0062062064125069
5 -0 0.089804393690543
5 -0 -0.0368596436935033
5 -0 -0
5 -0 0.0394278987218684
5 -0 -0.0212961022040618
5 -0 0.134486254347356
5 -0 0.0869144123381687
5 -0 -0.0212961022040618
5 -0 0.0735201817281778
5 -0 7.83132232589102e-31
5 -0 0.00463779971149379
5 -0 -0.0212961022040618
5 -0 -0
5 -0 0.0265776524014733
5 -0 0.0332225126582983
5 -0 0.128902955469992
5 -0 -0
5 -0 -0
5 -0 0.0972418759639792
5 -0 -0
5 -0 -0
5 -0 -0.0265776524014733
5 -0 -0
5 -0 -0
5 -0 -0.0587092909581398
5 -0 -0
5 -0 -0
5 -0 -0.259720950701239
5 -0 -0
5 -0 -0.0755477422796828
5 -0 -0
5 -0 1.5662644651782e-30
5 -0 0.00969301934384095
5 -0 -0.0801897031983223
5 -0 -0.0437110368029732
5 -0 -0
5 -0 0.102420327761113
5 -0 0.0592434627230697
5 -0 -0
5 -0 -0.047737068454845
5 -0 0.0361752103629033
5 -0 -0
5 -0 -0.0409485312788843
5 -0 0.0775422885230572
5 -0 -0.0261983846372863
5 -0 -0.110053194843911
5 -0 0.00779543440650129
5 -0 -0.0675955994662729
5 -0 -0
5 -0 0.0167328853095089
5 -0 0.0867380128826681
5 -0 -0.00497914031832888
5 -0 0.0217453762374624
5 -0 -0.0387593902115149
5 -0 -0.0332471217477102
5 -0 -0
5 -0 -0.0318303080229188
5 -0 -0.0211144419741209
5 -0 -0
5 -0 -0.0212961022040618
5 -0 0.050954201886259
5 -0 -0
5 -0 4.1603899856296e-31
5 -0 0.0062062064125069
5 -0 0.089804393690543
5 -0 -0.0368596436935033
5 -0 -0
5 -0 0.0394278987218684
5 -0 -0.0212961022040618
5 -0 0.134486254347356
5 -0 0.0869144123381687
5 -0 -0.0212961022040618
5 -0 0.0735201817281778
5 -0 7.83132232589102e-31
5 -0 0.00463779971149379
5 -0 -0.0212961022040618
5 -0 -0
5 -0 0.0265776524014733
5 -0 0.0332225126582983
5 -0 0.128902955469992
5 -0 -0
5 -0 -0
5 -0 -0.128792447311047
5 -0 -0
5 -0 -0
5 -0 -0.150700244584188
5 -0 -0
5 -0 -0
5 -0 0.0921908175387777
5 -0 -0
5 -0 -0
5 -0 -0.128902955469992
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 0.0459820975804036
5 -0 -0
5 -0 -0
5 -0 0.466165749741329
5 -0 -0
5 -0 -0
5 -0 0.447531402832295
5 -0 -0
5 -0 -0
5 -0 0.22301549389272
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 0.447531402832295
5 -0 -0
5 -0 -0
5 -0 0.0459820975804036
5 -0 -0
5 -0 -0
5 -0 0.22301549389272
5 -0 -0
5 -0 -0
5 -0 0.466165749741329
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 0.0186343469090332
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 0.0186343469090332
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
5 -0 -0
2 -0 -0.074020148426781
1 0.00790615547226023 0
1 0.00657031189812632 0
1 0.00622349794197347 0
1 0.00901129148665693 0
1 0.00351110276045178 0
1 0.00297749145975239 0
1 0.0504570905433604 0
1 0.000359067592008561 0
1 9.42652062194832e-05 0
1 0.00841066127540947 0
2 -0 -0.254472188435681
1 0.00892184467510928 0
1 0.00297749145975211 0
1 0.000577901572778607 0
2 -0 -0.184756951410725
1 0.0029774914597526 0
2 -0 -0.166122604501692
2 -0 -0.251111685029507
2 -0 -0.138019074270574
2 -0 -0.229665704551048
2 -0 -0.0702247165500507
1 0.0344230941432925 0
1 -9.27224523498944e-16 0
2 -0 -0.0820031453897229
2 -0 -0.0446764629568484
2 -0 -0.0304127757487055
2 -0 -0.156857410321683
2 -0 -0.230877558748463
1 0.00622349794197355 0
1 9.42652062191663e-05 0
2 -0 -0.201610606580671
1 0.0163305800706363 0
1 0.00410935858662933 0
2 -0 -0.201610606580671
2 -0 -0.180164626102212
1 0.000729616771097641 0
1 0.00821390114961043 0
2 -0 2.49114953399327e-30
1 0.000151715198320564 0
2 -0 -0.00159174048959383
1 0.0155724857527883 0
1 0.000151715198320193 0
1 0.00015171519832107 0
1 0.0134837070515296 0
1 0.0143677869602066 0
2 -0 -0.180164626102212
2 -0 -0.115829547168824
1 0.0307453772634406 0
1 0.17875718775386 0
2 -0 -5.51623279039926e-17
2 -0 -0.0916706970285099
2 -0 -0.0926544953358141
1 0.0645077117012556 0
1 0.00180854302698455 0
1 0.224668476469115 0
2 -0 -0.0186343469090332
1 0.00601676304539246 0
1 0.00485303151379518 0
1 0.000244877519187912 0
1 0.0647567005283101 0
1 0.303133001914161 0
2 -0 5.51981216232417e-17
2 -0 -0.0186343469090332
1 -0.200831224354582 0
1 -0.211552991486163 0
1 -0.22802298567187 0
1 -0.214998858449661 0
1 -0.205453660686613 0
1 -0.208154032273478 0
1 -0.192747658639703 0
1 -0.200870364320531 0
1 -0.203769033196059 0
1 -0.261436761969485 0
1 -0.188509517183108 0
1 -0.199928661921212 0
1 -0.208750959860455 0
1 -0.211407522665257 0
1 -0.214114100387029 0
1 -0.245341010744396 0
1 -0.197943709573698 0
1 -0.210582968042389 0
1 -0.200425202728271 0
1 -0.203173238304178 0
1 -0.254079722904202 0
1 -0.210402695389328 0
1 -0.202943134005206 0
1 -0.20254296714935 0
1 -0.211501546612567 0
1 -0.206624643705291 0
1 -0.235671123567179 0
1 -0.224083785163926 0
1 -0.212435911710537 0
1 -0.206324168018771 0
1 -0.212915559148577 0
1 -0.213009824354796 0
1 -0.204567735817674 0
1 -0.219002523435272 0
1 -0.212989851481762 0
1 -0.212989851481762 0
1 -0.214441694344077 0
1 -0.208321171257513 0
1 -0.215171311115174 0
1 -0.213167561305785 0
1 -0.213319276504105 0
1 -0.204636157616761 0
1 -0.213895881343259 0
1 -0.213895881343258 0
1 -0.205152283136937 0
1 -0.205348578436629 0
1 -0.213597380477203 0
1 -0.213597380477203 0
1 -0.265865400792003 0
1 -0.286894236057158 0
1 -0.3027557143975 0
1 -0.276217656379021 0
1 -0.280136449945303 0
1 -0.141769118101401 0
1 -0.176549060607729 0
1 -0.109118294670768 0
1 -0.149795063839757 0
1 -0.146982423166838 0
1 -0.275021665059422 0
1 -0.182532073717099 0
1 -0.130192647709189 0
3 -0 -0
1 -0.162763437249709 0
1 -0.157717479022612 0
1 6.25 0
1 6.25 0
2 6.25 -0.0696748700209014
1 2.18714164150074 -0
1 2 -0
1 2.06285835849926 -0
1 2 -0
1 2.04684650257882 -0
1 2 -0
1 2 -0
1 2 -0
1 2.24940122897465 -0
1 2 -0
1 2.42633453357974 -0
1 2.01656550424961 -0
1 2 -0
1 2.01278472855922 -0
1 2 -0
1 2.01278472855922 -0
1 2.24940122897465 -0
1 2.01156287358589 -0
1 2.34397350250911 -0
1 2 -0
1 2.03283344609849 -0
1 2 -0
1 2 -0
1 2.16093341464092 -0
1 2.16093341464092 -0
1 2 -0
1 2.00788294663398 -0
1 2 -0
1 2.06285835849926 -0
1 2.00149292905424 -0
1 2.01656550424961 -0
1 2 -0
1 2 -0
1 2 -0
1 2.03283344609849 -0
1 2 -0
1 2.00149292905424 -0
1 2 -0
1 2 -0
1 2.01156287358589 -0
1 2 -0
1 2 -0
1 2 -0
1 2 -0
1 2 -0
1 2 -0
1 2.00788294663398 -0
1 2 -0
1 2 -0
1 2 -0
1 2.34397350250911 -0
1 2.42633453357974 -0
1 2.61053236070731 -0
1 2.61053236070731 -0
1 2.54173338450523 -0
1 2.54173338450523 -0
1 2.18714164150074 -0
1 2 -0
1 2 -0
1 2 -0
1 2 -0
1 2 -0
1 2.04684650257882 -0
1 2 -0
1 2 -0
1 2.06285835849926 -0
1 2.18714164150074 -0
1 2.04684650257882 -0
1 2 -0
1 2 -0
1 2 -0
1 2.24940122897465 -0
1 2 -0
1 2.42633453357974 -0
1 2.01656550424961 -0
1 2 -0
1 2.01278472855922 -0
1 2 -0
1 2 -0
1 2.24940122897465 -0
1 2.01156287358589 -0
1 2.01278472855922 -0
1 2 -0
1 2.03283344609849 -0
1 2.34397350250911 -0
1 2 -0
1 2.16093341464092 -0
1 2 -0
1 2 -0
1 2.00788294663398 -0
1 2.16093341464092 -0
1 2.06285835849926 -0
1 2.00149292905424 -0
1 2 -0
1 2 -0
1 2 -0
1 2.01656550424961 -0
1 2.03283344609849 -0
1 2 -0
1 2 -0
1 2 -0
1 2 -0
1 2.00149292905424 -0
1 2 -0
1 2 -0
1 2.01156287358589 -0
1 2 -0
1 2 -0
1 2 -0
1 2.00788294663398 -0
1 2 -0
1 2 -0
1 2.61053236070731 -0
1 2.18714164150074 -0
1 2 -0
1 2.61053236070731 -0
1 2 -0
1 2 -0
1 2.54173338450523 -0
1 2 -0
1 2.04684650257882 -0
1 2.54173338450523 -0
1 2 -0
1 2 -0
1 0.0535617002794705 -0
1 0.014913185481132 -0
1 0.0717769313489729 -0
1 0.067513828893485 -0
1 0.00521038374937815 -0
1 0.0532407206159225 -0
1 0.0550101276569303 -0
1 0.0474552887820385 -0
1 0.0328944583078637 -0
1 0.0121635436690733 -0
1 0.0101161877344445 -0
1 0.0101874382645482 -0
1 0.00240537531246825 -0
1 0.00901225893846927 -0
1 0.0064140754588974 -0
1 0.00802016053209678 -0
1 0.467 -0
1 8.77030803608885 0
1 8.77030803608885 0
1 8.77030803608885 0
1 8.77030803608885 0
1 2.96887557504627 0
2 2.93023956 -0.0459820975804036
1 2.94049239688103 0
2 2.93023956 -0.466165749741329
1 0.942664085681827 0
2 0.851532360000001 -0
1 0.891263052433122 0
1 0.933567682231333 0
1 2.31609593736277 0
1 2.31801292788648 0
1 2.2876616488521 0
1 2.35932132206001 0
1 1.15713947936268 0
1 1.07278503817971 0
1 1.11933122535709 0
1 1.12730218290181 0
1 -0.24344582618905 0
1 -0.1738768264533 0
1 -0.239524769691632 0
1 -0.203604832069855 0
1 1.47175997812259 0
1 1.47175997812259 0
1 1.47175997812259 0
1 -1.8345 0
1 -1.8345 0
2 -1.8345 -0.382546524130953
1 1.82700250243457 0
1 1.81472876791537 0
2 1.77872 -0.0186343469090332
1 1.80937432680836 0
1 1.3109419576143 0
1 1.45901001342142 0
2 1.30368 -0.0186343469090333
1 1.42951786263303 0
2 2.53432 -0.0459820975804036
1 2.57036586371957 0
2 2.53432 -0.447531402832295
1 2.58873097305574 0
1 0.418264017750833 0
1 0.396535092863136 0
1 0.388769949509614 0
1 0.503248998580836 0
2 2.38824 -0.667530279933147
1 2.51153098519556 0
2 2.38824 -0.915006548869142
1 2.39898883252641 0
2 -1.8912 -0.685580755803099
2 -1.8912 -0.685580755803099
2 -1.8912 -0.685580755803099
2 -1.8912 -0.685580755803099
1 0.161745423566277 -0
1 0.165469791086762 -0
1 0.12442498316715 -0
1 0.164022360766163 -0
2 5.634 -0.22301549389272
1 6.0883372329832 0
2 5.634 -0.0459820975804036
2 5.634 -0.0574783956025922
1 4.55869757583722 0
1 5.18378923299449 0
1 4.56794864463962 0
1 4.51890089149346 0
1 1.58610573123011 0
1 1.62560992752223 0
1 1.57234681395615 0
2 1.572 7.06916874143082e-21
1 1.59322790680627 0
1 1.5725336113007 0
2 1.572 -0.0186343469090332
1 1.61242825100855 0
1 1.62488127500634 0
2 1.572 -0.162801491407172
2 1.572 -0.162801491407172
1 1.66828564269193 0
1 1.57469834673314 0
2 1.572 1.16572227202454e-20
1 1.57881220322333 0
1 1.5801499014768 0
2 1.572 -0.184756951410725
1 1.63041417785736 0
1 1.63848794630298 0
2 1.572 -0.021421913730424
1 1.58345334472418 0
1 1.61678996833608 0
1 1.58835709656241 0
2 1.572 -0.0926544953358141
1 1.60806026490079 0
2 1.572 -0.0597564612186381
1 1.57659090679428 0
1 1.58161936034897 0
1 1.58000886836569 0
2 1.572 -0.156857410321683
2 1.572 -0.109939909552162
1 1.57215467241645 0
1 1.58703108867891 0
1 1.57618672060583 0
1 1.57786677659777 0
1 1.57786677659778 0
1 1.57476899528253 0
1 1.57399040320764 0
1 1.57247344522644 0
2 1.572 -0.128574256461195
2 1.572 -0.108348169062568
1 1.58592084080929 0
2 1.572 -0.128574256461195
2 1.572 -0.128574256461195
1 1.58284788170734 0
1 1.58433758297317 0
1 1.57240065282099 0
2 1.572 -0.0127447092923709
1 0.143578205187557 0
1 0.101401402977598 0
1 0.135402478106183 0
1 0.111465396263887 0
1 0.101357060771281 0
1 0.116797450689003 0
1 0.169691891853085 0
1 0.125678984586405 0
1 0.11665596905702 0
1 0.155723414014528 0
1 0.192182973667919 0
1 0.112246906382584 0
1 0.106660140621345 0
1 0.107771941245432 0
